Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Anaalaya Foundation,https://visuddhimagga.info/,Monash,Australian Capital Territory,,,,Y,,,,,,lalithran@gmail.com,
Garfield Kindergarten Inc,https://www.bestchance.org.au/kindergartens/garfield/garfield-kindergarten/,Garfield,VIC,Y,,,,,,,,,garfield.kin@kindergarten.vic.gov.au,
Cooperative Of Solidarity And Action Of Development Of Fizi Inc,,Shepparton,Victoria,Y,,,Y,Y,Y,Y,Y,Y,rsumaili2005@gmail.com,61422 347 237
Global Gardens Of Peace Incorporated,www.globalgardensofpeace.org,Canterbury,Victoria,,,Y,,,,Y,,Y,enquiries@globalgardensofpeace.org,414996017
Narbeview Wildlife Shelter Incorporated,,Buxton,Victoria,,,,,,,,,,narbeviewshelter@gmail.com,419584099
Ashleigh House Ltd,www.secvinc.com.au,Sale,Victoria,,,,,,,,,,chris@secvinc.com.au,03 5144 4484
Wollangarra Inc,http://www.wollangarra.org.au,Glenmaggie,Victoria,,,,Y,,,,,,businessmanager@wollangarra.org.au,
The St Thomas Catholic Church Drysdale,http://www.stthomasparishdrysdale.org.au,Drysdale,VIC,,,,Y,Y,Y,Y,Y,Y,drysdale@cam.org.au,
P B Ronald Memorial Trust,,,,Y,,,,,,,,,blenkhorng@gmail.com,
Box Hill Rsl Sub-Branch  Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
The Trustee For The St Margarets School Building Fund,http://www.smgeelongeast.catholic.edu.au,Thomson,Victoria,Y,,,Y,,,,,,lfitzgerald@smgeelongeast.com.au,
The Trustee For The Victorian Community Foundation,,Melbourne,Victoria,,,,,,,,,,,
Naringal Baptist Church,www.naringalchurch.org,Warrnambool,Victoria,,,,Y,Y,Y,,Y,,pastor@naringalchurch.org,
Endeavour Common Equity Rental Housing Cooperative Ltd,,Cranbourne,VIC,,,,,,,,,,lblgdn28@hotmail.com,
Nepean Conservation Group Inc,nepeanconservationgroup.org.au,Sorrento,Victoria,,,,Y,Y,,,,,info@nepeanconservationgroup.org.au,
The Trustee For Margery And Keith Aitken Foundation,,Geelong,Victoria,,,,Y,,,,,,nmcdonald@lbwca.com.au,
Chinese Vocalist Association Of Victoria Inc,,Bulleen,Victoria,,,,,,,,,,harleyabb@gmail.com,404363728
Kangaloola Wildlife Shelter Inc,www.kangaloolawildlifeshelter.org.au,Yackandandah,VIC,,,,,,,,,,kangaloolawildlifeshelterinc@gmail.com,408374200
Numurkah Community Learning Centre Inc,www.nclcinc.vic.edu.au,Numurkah,Victoria,,,,Y,Y,Y,Y,Y,Y,nclc@bigpond.com,358622249
Estate Thomas Tharle Mcguigan,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Shree Santram Bhakt Samaj Australia,,The Ponds,New South Wales,,,,Y,Y,Y,,Y,,santrambhaktsamajau@gmail.com,433774661
The Trustee For John And Claire Birch Trust Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Atisha Centre Inc,www.atishacentre.org.au,Myers Flat,Victoria,,,,Y,Y,Y,Y,Y,,office@atishacentre.org.au,
The Baker Charitable Foundation,,,,,,,,,,,,,bg@guests.com.au,
Bakhtar Cultural & Publishing Association Incorporated,bakhtar.org.au,Narre Warren South,Victoria,,,,Y,Y,Y,Y,Y,Y,,
The Trustee For Lady Lyle Bequest Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Mildura Show Society Inc,www.mildurashow.org.au,,,,,,,Y,Y,,Y,,mildurashowsociety@gmail.com,418596632
Teen Challenge Tasmania Inc,www.teenchallengetasmania.org,Launceston,Tasmania,,,Y,Y,Y,Y,Y,Y,,tanya@teenchallengetasmania.org,412300850
Burch Memorial Pre School Inc.,http://www.burchmemorial.com.au/,Wonga Park,Victoria,Y,,,,,,,,,admin@burchmemorial.com.au,
Victoria Police Legacy Scheme Incorporated,www.policelegacyvic.org.au,Burwood East,Victoria,,,,Y,Y,Y,Y,Y,Y,lex.deman@policelegacyvic.org.au,396634280
Rural Pride Australia Ltd,www.niche.org.au,South Yarra,VIC,,,Y,,Y,Y,Y,Y,Y,daniel@niche.org.au,61431157957
Medical Access 4 All,,Perth,Western Australia,,,,,,,Y,,,medicalt4a@outlook.com,424340102
Anglican Parish Of Kilmore,,Kilmore,Victoria,,,,Y,Y,Y,Y,Y,Y,rector@anglicankilmore.org.au,
Bendigo Christian College Ltd,www.bendigochristiancollege.org.au,Junortoun,Victoria,Y,,,Y,,,,,,ljietto@gmail.com,
M E Foundation For Aid And Relief Ltd.,,Blackburn North,VIC,Y,,Y,,,,,,,,
Flemington Congregation Of Jehovah'S Witnesses,,Brunswick,Victoria,,,,,,,,,,brunswickkhjw@yahoo.com.au,
Mount Scopus Memorial College Early Learning Limited,www.scopus.vic.edu.au,,,Y,,,,,,,,,accounts@scopus.vic.edu.au,
Grow World Ltd,,Croydon,Victoria,,,,Y,Y,Y,Y,Y,Y,seanmorris1@me.com,
St Kilda St Patrick'S Festival Incorporated,www.melbournestpatricksday.com.au,Caulfield North,VIC,,,,Y,Y,Y,Y,Y,,info@melbournestpatricksday.com.au,61416123870
Disaster Relief Australia,http://www.disasterreliefaus.org,Sydney,New South Wales,,,Y,,Y,,,,,geoff.evans@disasterreliefaus.org,288158113
Trustee For Geelong Cats Community Foundation,https://foundation.geelongcats.com.au,Geelong,VIC,Y,,,Y,,,,,,ahickey@geelongcats.com.au,352252310
Northern Futures Limited,northernfuturesgeelong.com,Norlane,,,,Y,,,Y,Y,Y,Y,mgrapsas@lbwca.com.au,0402 454 790
The Trustee For Richard James Chester Guest Foundation,,East Melbourne,Victoria,,Y,Y,Y,,,,,,jvcguest@bigpond.net.au,
Patch Theatre Company Incorporated,www.patchtheatre.org.au,Adelaide,South Australia,,,,Y,,,Y,,,finance@patchtheatre.org.au,
Daylesford Community Theatre,www.daylesfordcinema.org.au,Daylesford,Victoria,,,,,,,,,,info@daylesfordcinema.org.au,
Holy Name Spirituality Centre Inc.,www.chnmelb.org,Cheltenham,Victoria,,,,,,,,,,bursar@chn.org.au,395835995
Land Of Refuge Arabic Church In Melbourne Inc.,,Dallas,Victoria,,,,,Y,,,,,a1rubberstamps@gmail.com,
Australasian United Professional Piercers Pty Ltd,www.safepiercing.org.au,,,Y,,,Y,,Y,,Y,,,
Tanz Foundation Ltd,https://tallships.org.au/about-us/tanz-foundation/,Glebe,New South Wales,,,,,,Y,Y,Y,,jonsimpson106@gmail.com,
Australia Soong Ching Ling Benevolent Foundation Limited,,Pyrmont,New South Wales,,,Y,Y,,Y,,,,iris@healthpac.com.au,
Fesidev Australia Ltd,,South Morang,Victoria,,,,,,,,,,fesidevaustralia@gmail.com,
Kevin Forlong Ministries Inc,www.kevinforlong.org,Cooroy,Queensland,,,,,,,,,,kevin@kevinforlong.org,0438 581 884
Good Shepherd College Ltd,www.gsc.vic.edu.au,Hamilton,VIC,Y,,,,,,,,,,
Pathway Club Ltd,pathwayclub.org,Ringwood North,Victoria,,,Y,,,,,,,john@cameronfoundation.org,414671841
Global Ocean Decade (Australia) Limited,https://oceandecadeaustralia.org,Glebe,New South Wales,,,,,,,,,,jas.chambers@oceandecadeaustralia.org,411207336
Medinsure Ltd.,,Bibra Lake,Western Australia,,,,,Y,,Y,,,daniel.pate@medinsure.com.au,426262268
Chandelier Ministries Incorporated,https://chandelier.org.au,Bayswater,Victoria,,,,,Y,,Y,,,ahellier@optusnet.com.au,
The Trustee For The Russell And Edna Hale Endowment Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
St George Foundation Trust,www.stgeorgefoundation.com.au,Sydney,NSW,,,,Y,,Y,Y,Y,Y,stgeorgefoundation@stgeorge.com.au,0413 900 271
Victorian Aboriginal Child Care Agency Co Op Ltd,vacca.org,Preston,Victoria,,,Y,Y,Y,Y,Y,Y,Y,vacca@vacca.org,
Private Treaty Wool Merchants Of Australia Inc,www.woolindustries.org,Sunshine West,Victoria,,,,,,,,,,ptwma@woolindustries.org,393110103
Cs Community Garden Inc,www.cscommunitygarden.com.au,Burnside,Victoria,Y,,,Y,Y,Y,Y,Y,,cscommunitygarden2021@gmail.com,0451 845 460
Warrnambool Congregation Of Jehovah'S Witnesses,,Warrnambool,Victoria,,,,,,,,,,warrnamboolkhjw@yahoo.com.au,
Trinity College Colac Inc,,Colac,VIC,Y,,,Y,Y,Y,Y,Y,,principal@tcc.vic.edu.au,
Bendigo Diocesan Trusts Corporation,www.bendigoanglican.org.au,Bendigo,VIC,,,,,,,,,,reception@bendigoanglican.org.au,
The Trustee For Samaritan House Geelong Limited Atf Samaritan House Foundation,www.samaritanhousegeelong.com.au,Geelong,Victoria,,,,,,,,Y,,admin@patrickrowan.com.au,352221977
Nyah District Men'S Shed Incorporated,,Nyah West,Victoria,,,,,,,Y,Y,,nyahdistrictmen@outlook.com,
Williamstown Literary Festival Association,https://www.willylitfest.org.au/,Williamstown,Victoria,,,,,,,,,,c.ringrose@willylitfest.org.au,
Sarangi Social Enterprise Inc.,www.sarangi.com.np,Rosebud,Victoria,,,Y,,Y,Y,Y,Y,Y,sandra@sarangi.com.np,413303027
Evangelical Formosan Church Of Mount Olivet Incorporated,http://www.efcmtolivet.org/,Burwood East,Victoria,,,,Y,,,,,,tracywang727@gmail.com,397936589
Munro Foundation,,,,,,,,,,,,,lhooper@munropartners.com.au,
Independent Schools Victoria Ltd,https://is.vic.edu.au,West Melbourne,Victoria,Y,,,Y,,,,,,enquiries@is.vic.edu.au,03 98257200
Robinvale Tongan Wesleyan Methodist Church,www.wesleyan.org.au,Robinvale,Victoria,,,,,,,,,,,
Humanitarian Clowns Inc.,www.humanitarianclowns.com,Smithtown,New South Wales,,,Y,Y,Y,Y,Y,Y,Y,humanitarianclowns@gmail.com,430562887
Holy Family Catholic Parish Maidstone & Braybrook,https://www.hfp.org.au,Maidstone,VIC,,,,Y,Y,Y,Y,Y,Y,maidstone@cam.org.au,03 9317 9258
Hamilton Subdivisional Gospel Room Trust,,,,,,,,,,,,,corporate.au@pbccservices.com,
Riverlee Foundation,www.riverlee.com.au,Melbourne,Victoria,,,,,Y,,,,,tricia.lee@riverlee.com.au,(03) 96203888
Hamilton College Parents & Friends Association,https://hamiltoncollege.vic.edu.au,Hamilton,Victoria,Y,,,Y,Y,,,,,paf@hamiltoncollege.vic.edu.au,
St James & St Peters Anglican Church Kilsyth/Montrose,www.kilsyth.melbourneanglican.org.au,Kilsyth,Victoria,,,,Y,Y,Y,Y,Y,Y,stjstpkm@gmail.com,
Melbourne Muslimahs Incorporated,https://muslimahs.org.au/,Wollert,Victoria,,,Y,,,Y,Y,,Y,admin@melbournemuslimahs.org.au,
St Stephen'S Anglican Church Warrandyte,www.ststephenswarrandyte.org.au,Warrandyte,Victoria,,,,Y,Y,Y,,Y,,,
Small Acts Of Kindness,https://www.smallactsokkindness.org.au,Melbourne,Victoria,,,,,,,,,,smallactsok@gmail.com,421075733
Macleod Pre School Play Centre Inc,www.macleodpreschool.org,Macleod,Victoria,Y,,,,,,,,,macleodpreschool@gmail.com,
Australian Labour And Employment Relations Association,www.alera.asn.au,,,Y,,,,,,,,,alera@alera.asn.au,
St Andrew'S Presbyterian Church Tatura,,Tatura,VIC,,,,Y,Y,Y,Y,Y,Y,klmaxwell@internode.on.net,
The Trustee For Ivy Jean Anderson Estate,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,
Redcliffs/Irymple Rsl Sub-Branch,,Red Cliffs,Victoria,,,Y,,,,,,,redcliffsirymplersl@gmail.com,350241346
The Trustee For Jack & Ethel Goldin Foundation,,,,,,,,,,,,Y,annette@chaitman.com.au,
The Trustee For The Danks Trust,,Dingley Village,Victoria,,,Y,,,,,,,danks.trust@gmail.com,
Cobram Anglican Grammar School,,Mount Claremont,WA,Y,,,Y,,Y,,Y,,info@asc.wa.edu.au,892860290
Southern Migrant And Refugee Centre Inc,https://www.smrc.org.au/,,,,,,,,,,,,smrc@smrc.org.au,
The Winepress Berwick Assembly Of God Church Inc,www.winepress.org.au,Berwick,Victoria,,,Y,,,,,,,info@winepress.org.au,(03) 9796 1006
Valley Presbyterian Church,www.vpc.org.au,Doreen,Victoria,,,,,,,,,,finance@vpc.org.au,402541528
Christian Church In Australia Inc.,http://www.cca-churches.com,Adelaide,South Australia,,,,,,,,,,info@cca-churches.com,882325556
Winaccom Association Incorporated,,Glen Waverley,VIC,,,,,Y,,,,,winaccom@hotmail.com,418987370
The St Catherines Endowment Fund Incorporated,www.stcatherines.net.au,Toorak,Victoria,Y,,,Y,,Y,,,,info@stcatherines.net.au,
Reservoir Congregation Of Jehovah'S Witnesses,,Thomastown,Victoria,,,,,,,,,,reservoircongregation@gmail.com,
Yarra Valley Grammar Scholarship Fund,,Ringwood,Victoria,Y,,,Y,,,,,,jane.macneil@yvg.vic.edu.au,
Jesus Is The Cornerstone Ministry Worldwide Incorporated,https://www.facebook.com/Cornerstone2601,Truganina,Victoria,,,,Y,Y,Y,Y,Y,Y,freddysooalo@gmail.com,498689760
Kehilat Kolenu Inc,www.kolenu.com.au,,,,,,,,,,,,info@kolenu.com.au,
Samoan Assembly Of God Melbourne Inc,,Lilydale,Victoria,,,,,Y,,,,,corncob10@hotmail.com,
Upper Gully Christadelphian Ecclesia Incorporated,www.uppergully.org,Ferntree Gully,Victoria,,,,,,,,,,uppergullysecretary@gmail.com,417340601
Uca - Mount Waverley,https://mountwaverleyunitingchurch.org.au,Mount Waverley,VIC,,,,,Y,Y,,Y,,office@highstreetroadunitingchurchmountwaverley.org,9887 8230
Anglican Parish Of Horsham,www.ballaratanglican.org.au,Ballarat,VIC,,,,,,,,,,registrar@ballaratanglican.org.au,
O'Donohue Family Foundation,,,,,,,,,,,,,,
St Margaret Marys,http://pol.org.au/brunswicknorth,Brunswick North,VIC,,,,Y,Y,Y,Y,Y,Y,PRINCIPAL@SMMS.CATHOLIC.EDU.AU,
Cerebral Palsy Alliance,https://cerebralpalsy.org.au/,Allambie Heights,NSW,,,,Y,,Y,,Y,,,
Australian Chamber Orchestra Pty Ltd,aco.com.au,Nsw,,,,,Y,Y,,,,,aco@aco.com.au,02 8274 3800
Tarrawarra Abbey,www.cistercian.org.au,Tarrawarra,Victoria,,,,,,,,,,admin@cistercian.org.au,
The Trustee For Estate Julia Daisy Townrow,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,386235000
Sri Guru Nanak Satsang Sabha,https://gurdwarablackburn.com.au/,Blackburn,Victoria,Y,,Y,Y,Y,Y,Y,Y,,jang.pannu@hotmail.com,
Lifeflight Australia Limited,,Brisbane City,Queensland,,,,,,,,,,,
Transform Church Inc,www.transformchurch.org.au,St Albans,Victoria,,,,Y,Y,Y,Y,Y,Y,,
Start Polish Common Equity Rental Housing Co-Operative Ltd,,Burwood East,VIC,,,,,,,,,,startpolishcerc@gmail.com,
Araluen Centre,http://araluen.org,Lower Plenty,Victoria,,,,,,,,,,Admin@araluen.org,1300020625
The Trustee For Occupational Therapy Australia Research Foundation,https://otaus.com.au/about/research-foundation,Fitzroy,Victoria,,,,Y,Y,,,,,info@otaus.com.au,
Kardinia International College (Geelong) Ltd,kardinia.vic.edu.au,Bell Post Hill,VIC,Y,,,Y,,,,,,a.lovick@kardinia.vic.edu.au,
The Friends Of The Donald Campus East Wimmera Health Service,,Donald,Victoria,,,,,,,,,,cdelaney129@gmail.com,
The Trustee For Bendigo Education Trust,,Kangaroo Flat,VIC,Y,,,,,Y,,Y,,,
Appita Inc,www.appita.com.au,Macleod West,Victoria,,,,,,,,,,adele@appita.com.au,
Daylesford Men'S Shed Inc,www.daylesfordmensshed.com.au,Daylesford,VIC,,,,,,,,Y,,daylesfordmensshed@gmail.com,
Somerville Kindergarten Incorporation,somervillekindergaten.com.au,Somerville,Victoria,Y,,,,,,,,,somerville.kin@kindergarten.vic.gov.au,03 59776208
The Trustee For Patricia Spry-Bailey Charitable Foundation,annel1987.com,,,Y,,Y,Y,,,,,,,
Bone Marrow Donor Institute,www.fightcancer.org.au,,,Y,,,Y,Y,Y,Y,Y,Y,savealife@fightcancer.org.au,
Vincentcare Community Housing,www.vincentcare.org.au,Box Hill,VIC,,,Y,,,,,,Y,vincentcare@vincentcare.org.au,398955800
Australian Osteopathic Accreditation Council Limited,www.osteopathiccouncil.org.au,Canberra Airport,ACT,Y,,,,,,,,,admin@osteopathiccouncil.org.au,02 62749190
Uca Sunshine,sunshine.unitingchurch.org.au,Sunshine,Victoria,,,,,,,,,,accounting@victas.uca.org.au,
Ranges Foundation,https://krfoundation.org.au,Kinglake,VIC,,,,,,,,,,Steve@krfoundation.org.au,357865742
St Johns Lutheran Church Sale,,Sale,VIC,,,,,,Y,,Y,,pandsbishoff@gmail.com,
Great Lakes Agency For Peace And Development - Glapd,http://www.glapd.org.au,Fairfield,New South Wales,,,,,Y,Y,Y,Y,Y,muthon.glapdint@gmail.com,
The Trustee For The Rabbi Boruch Abaranok Award For Torah Studies,,Caulfield South,VIC,,,,,,,,,,,
The Awaiters Inc,https://www.theawaiters.com.au,Tarneit,Victoria,,,Y,Y,Y,Y,,Y,,md@theawaiters.com.au,457415283
Maribyrnong And Moonee Valley Local Learning And Employment Network Inc.,www.mmvllen.org.au,Kensington,Victoria,Y,,,,,Y,Y,Y,Y,info@mmvllen.org.au,
Hearthstone Unity Ltd,,Olinda,Victoria,,,,Y,Y,,Y,,Y,philip.heading@clubtelco.com,
Living Waters Christian Community,,Mildura,Victoria,,,,,Y,Y,Y,Y,Y,lifeatlivingwaters@gmail.com,
Thick & Thin Incorporated,,Fitzroy,Victoria,,,,,,,,,,,
Ormond Community Kindergarten Inc,www.ormondkinder.com.au,Glen Huntly,Victoria,Y,,,,,,,,,president@ormondkinder.com.au,
Voice Of Christ Full Gospel Church Inc,,Sunshine,Victoria,,,,,Y,Y,Y,Y,Y,voc_brisbane@hotmail.com,434376409
Mornington Peninsula Legacy Club Inc,www.legacy.com.au/morningtonpeninsula,Mount Eliza,Victoria,,,Y,Y,Y,Y,,Y,,legacy@mplegacy.com.au,
Naem Association Of Education And Community Inclusion For Children Inc.,www.naemassociation.org.au,Endeavour Hills,Victoria,Y,,Y,Y,Y,Y,Y,Y,Y,naemassociation@gmail.com,411601122
The Anglican Parish Of Box Hill,http://www.anglicansboxhill.org.au/,Box Hill,Victoria,,,,Y,Y,,,,,anglicans.boxhill@bigpond.com,
Phillip Island Baptist Church,islandbaptist.org.au,Cowes,Victoria,,,,Y,Y,Y,Y,Y,,finance@islandbaptist.org.au,
Sunbury Rsl Sub-Branch,,,,,,,,,,,,,jackyfb@icloud.com,
Arise City Church Inc,https://www.facebook.com/arise.citychurch,Doveton,Victoria,,,,,,,,,,ben.hadlos@yahoo.com.au,407367422
The Trustee For Anz Qld Community Foundation-The Charles And Lorna Lewin Memorial Fund,,Melbourne,Victoria,,,,,,,,,,,
Cornerstone Of Christ Evangelical Church Inc.,http://cornerstoneofchristchurch.org,Kew,Victoria,,,,,,,,,,pt1619136@gmail.com,
Engage Leadership Inc.,https://www.engageleadersconference.com/,,,,,,,,,,,,engageleadersconference@gmail.com,
St Arnaud Rsl Sub-Branch,,St Arnaud,Victoria,,,,,,,,,,starnaudrsls@gmail.com,
The City Light Methodist Church Inc.,www.cmca-citylightmc.org.au,Docklands,Victoria,,,,,,,,,,clmc.treasurer@gmail.com,401889068
The Trustee For Henry Alexander Osborn Hamilton Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Eagle Place Church,,Werribee,Victoria,,,,Y,Y,Y,Y,Y,,franckibizi@gmail.com,469779798
Wings For Kids Inc,www.wings4kids.net,Mildura,VIC,,,,Y,Y,Y,Y,Y,,gillyroberts9@gmail.com,402268917
Portland Masonic Community Projects Committee,,Portland,VIC,,,,,,,Y,,,lnlshelton@gmail.com,
Wardingarri Aboriginal Corporation Rntbc,,Rockhampton,QLD,Y,,Y,,,,,,,jeffrey@wardingarri.org.au,749266121
The Trustee For Pratt Foundation,,Southbank,Victoria,,Y,Y,Y,,,,,,ian.allen@theprattfoundation.org,03 92474777
North West Tongan Wesleyan Methodist Church,www.wesleyan.org.au,Glenroy,Victoria,,,,,,,,,,fakavafinau@optusnet.com.au,
Maffra Rsl Sub-Branch Building Patriotic Fund,,Melbourne,VIC,,,,,,,,,,charity@rslvic.com.au,
Dreamers Alliance,www.dreamersalliance.org.au,,,,,Y,,,,Y,,,hello@dreamersalliance.org.au,
Decibel New Music Ensemble Incorporated,https://decibelnewmusic.com/,Dianella,Western Australia,Y,,,,,Y,,Y,,info@decibelnewmusic.com,0404 271 071
Melbourne City Japanese Congregation Of Jehovah'S Witnesses,,Brunswick,Victoria,,,,,,,,,,,
Hurlingham Pre School Inc,http://hurlinghampreschool.org.au/,Brighton East,Victoria,Y,,,,,,,,,accounts@hurlinghampreschool.org.au,03 9553 8491
Yolngu Nations (Aboriginal Corporation),www.yolngunations.org,Nhulunbuy,NT ,,,Y,,,,,,,admin@yolngunations.org,447126860
Seagull Common Equity Rental Housing Co-Operative Limited,,Frankston,VIC,,,Y,,,,,,,seagull.cerc@gmail.com,397891354
Australian National Flag Association Incorporated,www.australiannationalflag.com.au,Melbourne,Victoria,,,,,,Y,,Y,,flagassociation@rslvic.com.au,
St Patricks Catholic Church Parish Kerang,www.kerangcatholicparishes.com,Bendigo,VIC,,,,,,,,,,chancery@sandhurst.catholic.org.au,
Rafiki Yangu,https://www.rafikiyangu.com.au/,Sunbury,Victoria,,,Y,Y,Y,Y,Y,,,allanfoconnor@gmail.com,425877437
Collective Of Self Help Groups,www.coshg.org.au,Melbourne,VIC,,,,,Y,,,,,info@coshg.org.au,
St. George Antiochian Orthodox Parish Association Vic Inc,,,,,,,Y,Y,,,,,publicofficer@saintgeorge.org.au,
Contemporary Music Victoria Inc.,www.musicvictoria.com.au,Southbank,Victoria,,,Y,,,,,,,,
Grovedale Lutheran Parish,https://grovedale.lutheran.org.au/,Grovedale,Victoria,,,,,,,,,,j.nicolle@hotmail.com,
Keilor City Care Inc,www.arisechurch.org.au,Keilor,VIC,,,Y,,Y,Y,Y,Y,Y,cathie@arisechurch.org.au,413701035
North Gippsland Group Of Melbourne Legacy Inc,,Yarram,Victoria,,,,,,,,,,sallywoods49@yahoo.com.au,
Hillsong Media & Performing Arts Ltd,www.hillsong.com,Norwest,NSW,,,,,,,,,,hello@hillsong.com,02 8853 5353
Uca - Tamil Church Melbourne Congregation,www.tucc.unitingchurch.org.au,Malvern East,VIC,,,,,Y,,,,,shantha.vivekanantha@sro.vic.gov.au,
Hilton St Wesleyan Methodist Church,,Glenroy,Victoria,,,,Y,Y,,,,,hiltonstreetwmc@gmail.com,
Shangri-La Wildlife Incorporated,,,,,,,,Y,Y,,Y,,rodney@askorto.com.au,
Springvale Learning And Activities Centre Inc,www.springvalelac.org.au,Springvale,Victoria,Y,,Y,Y,Y,Y,Y,Y,Y,manager@springvalelac.org.au,03 9547 2647
Victorian Community Foundation Aic Claire Susan Gardiner Trust,,Melbourne,Victoria,,,,,,,,,,,
Narre Warren Christian Church Inc Welfare Fund,transitoutreach.org.au,Narre Warren,Victoria,,,Y,Y,Y,Y,Y,Y,Y,keith.vethaak@gmail.com,
Monash Methodist Church Inc.,www.monash.cmca.org.au,Clayton,Victoria,,,,,,,,,,ryanlhy@hotmail.com,425539966
Friends Of Billanook College Incorporated,,Mooroolbark,Victoria,Y,,,Y,,,,,,caitlyn@exelnetwork.com.au,
The Intensive Care Academic Fund Inc.,,Parkville,Victoria,,,,,,,,,,christian.karcher@mh.org.au,
Prisoners On The Run Inc,,Beechworth,Victoria,,,,Y,Y,,,,,margaret.loorham@justice.vic.gov.au,
Helping Horses Australia Incorporated,,St Arnaud,Victoria,,,,,Y,,,,,,
Hupert Family Foundation,,Melbourne,Victoria,,,,,,,,,,john.dewar@moore-australia.com.au,00 96080100
The Trustee For Huntingtower Foundation,,Mount Waverley,VIC,Y,,,,,,,,,murray_bishop@yahoo.com.au,
Caroline Springs Spanish Congregation Of Jehovah'S Witnesses,,Sydenham,Victoria,,,,,,,,,,Carolinespringsspanish@gmail.com,
Nightlife Disability Services Inc,http://www.nightlife.org.au/,Heatherton,Victoria,,,Y,,,,,,,vincenza@nightlife.org.au,387657586
Presbyterian Church Of Victoria Cranbourne,https://cranbournepresbyterian.org.au/,Cranbourne,Victoria,,,,,Y,,,,,,
The Trustee For The Gabriel Trust,,,,Y,,,,Y,,,,,jcmulhall@hotmail.com,
Australian Wildlife Assistance Rescue & Education Inc,https://www.awarewildlife.org.au,Frankston Heights,Victoria,,,,,,,,,,info@awarewildlife.org.au,412433727
Pets In The Park Incorporated,www.petsinthepark.org.au,,,,,Y,,,,,,Y,eric@petsinthepark.org.au,
Uca Strathfieldsaye Uniting Church,www.strathfieldsayechurch.com.au,Strathfieldsaye,Victoria,,,,,Y,Y,Y,,Y,strathfieldsayechurch@outlook.com,
Coomealla Health Aboriginal Corporation,,Dareton,NSW,,,Y,Y,,Y,,Y,,summerh@chac.org.au,350274824
Umoja Empowerment Group Inc,,Shepparton,Victoria,,,Y,Y,,Y,Y,Y,,UmojaEmpowerment@gmail.com,61467081470
Alfred Healthcare Trusts Ac P G Way Cancer Research Fund,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Estrella Pre-School Inc,http://www.estrella.vic.edu.au/,Ashburton,Victoria,Y,,,,,,,,,director@estrella.vic.edu.au,
Scte Australasia Pty Ltd,,Wheelers Hill,Victoria,Y,,,,,,,,,sanjay_au@yahoo.com,
Neurodiversity Connect Ltd,neurodiversityconnect.org.au,Katoomba,New South Wales,Y,Y,Y,,,,,,,,
First People Foundation Limited,www.firstpeoplefoundation.org.au,Merewether,New South Wales,Y,,Y,,,,,,,,
Association Of Ministerial Pjps Limited,www.ampjp.org.au,The Junction,New South Wales,,,,Y,,,,,,info@ampjp.org.au,249791250
Free To Ltd,www.freetofeed.org.au,Northcote,Victoria,,,Y,,,,,,,loretta@freeto.org,
Gps Down Under (Gpdu) Limited,,,,Y,,,,,,,,,rrishard@rudolfhorvat.com.au,393675999
Australian Resource Centre For P.T.S.D Limited,www.ptsd.org.au,Richmond,New South Wales,,,,,,,,,,,
Sussex Neighbourhood House Inc,www.sussexnh.org.au,Pascoe Vale,Victoria,,,,Y,Y,Y,Y,Y,,manager@sussexnh.org.au,
Croydon Myanmar Congregation Of Jehovah'S Witnesses,,Bayswater North,Victoria,,,,,,,,,,croydonmyanmar@gmail.com,
Hebrew U Health Promotion Pty Limited,https://austfhu.org.au,Bondi Junction,New South Wales,,,,,,,,,,phersh@logicca.com.au,293892825
The Pratt Foundation Good Events Limited,,Southbank,Victoria,,,,,,,,,,ian.allen@theprattfoundation.org,03 92474777
Outside The Locker Room Charity Ltd,www.otlr.org.au,,,Y,,,Y,Y,Y,Y,Y,Y,info@otlr.org.au,
Robert & Maureen Huebel Foundation Ltd,,Brighton,Victoria,,,Y,,,Y,Y,Y,Y,mgarwood@melbpc.org.au,419370000
Sewing The Seeds Limited,https://www.sewingtheseeds.org/,St Kilda East,Victoria,,,Y,,,Y,Y,,Y,sewingtheseedsorg@gmail.com,
Lcs-I Electrical & Data Ltd,https://www.lcsi.com.au,Cromer,New South Wales,Y,,Y,,,,Y,,,,
Diamond Approach Path Australia Ltd,,Woonona,New South Wales,,,,,,,,,,contact@diamondapproachaustralia.com,
